,EPL,YGPL,NPML,IMXL,Nation
2018-06-15,0.026555390782295858,0.1520759290162346,0.0002797378521399662,0.0,0.017526851676668398
2018-06-16,0.025035419531955677,0.14914256050988628,0.0002524476439445645,0.0,0.01668537833612507
2018-06-17,0.028478841330717767,0.1518995649110091,0.0004327338102294234,0.0,0.018492776682544777
2018-06-18,0.028738521267947854,0.13340031924387585,0.0003648047244439832,0.0,0.018105435834654446
2018-06-19,0.030319371495883457,0.16749208977539498,0.0004943727626945372,0.0,0.019860684190296487
2018-06-20,0.031206975283442247,0.16154734944531043,0.0005491094725972262,0.0,0.020145119506107485
2018-06-21,0.02955712746786113,0.1463603635878694,0.00047763941275602383,0.0,0.018896219793919467
2018-06-22,0.02801105019937971,0.17798986388254998,0.00043885774112780243,0.0,0.01899825608053963
2018-06-23,0.03294031543113587,0.19115097968313757,0.000590427405554978,0.0,0.021848692292243725
2018-06-24,0.026221195360599893,0.216981955213551,0.0007755452457805886,0.0,0.01923135983926436
2018-06-25,0.0205585316118426,0.21728609264713156,0.0006224052609552106,0.0,0.016393766702925125
2018-06-26,0.018019411093812204,0.18528744892702226,0.0007070323355352374,0.0,0.014243523434001712
2018-06-27,0.019853198639127045,0.18953414320497633,0.000933741344172053,0.0,0.015299746517283577
2018-06-28,0.03048131793747044,0.17663304850976355,0.0010163724983956156,0.0,0.020272650590797175
2018-06-29,0.03237855539346104,0.17373246968586858,0.0008090447171107043,0.0,0.02111367466910259
2018-06-30,0.034549744549753215,0.20615007319846504,0.0008451478921255796,0.0,0.023108637440991127
2018-07-01,0.0350277629830147,0.18114903138551625,0.0009750146989420045,0.0,0.02266221182260704
2018-07-02,0.03641413588451652,0.14223483405431678,0.0010783752623659852,0.0,0.022290595843973825
2018-07-03,0.03959383047149782,0.1366730653856246,0.0009902452252424953,0.0,0.023713960649506115
2018-07-04,0.03532093585941696,0.15254745815757612,0.0009238814567231046,0.0,0.0220172854053027
2018-07-05,0.025586559645680157,0.210663088345127,0.0008359081191370003,0.0,0.018761486545356133
2018-07-06,0.02239641006349518,0.3072477373775569,0.0008597911052310412,0.0,0.01987018748917653
2018-07-07,0.025885309890645202,0.3152861127868814,0.0009119574300543774,0.0,0.021848050902323484
2018-07-08,0.0335160467096345,0.25319132776368025,0.0009151395570939222,0.0,0.02393170526846007
2018-07-09,0.03668618623871932,0.22614063112225716,0.0012391585088810532,0.0,0.024803180821338314
2018-07-10,0.028944283358285704,0.22574949221593582,0.0013888476801379695,0.0,0.020942788968216757
2018-07-11,0.01682326259445715,0.28066990521993124,0.0012531898555028646,0.0,0.0163996007666401
2018-07-12,0.022247432959147183,0.28821190771008043,0.0010382012171085062,0.0,0.01928439551768035
2018-07-13,0.02277554713949036,0.28544670232210806,0.000961927909444363,0.0,0.019463494622553087
2018-07-14,0.024712011516304845,0.2654260388878627,0.0010417567057409531,6.131052173012171e-06,0.019887973833263097
2018-07-15,0.025602711255912725,0.23903985456384316,0.0010740778976949016,6.446024770718033e-05,0.01960917136747764
2018-07-16,0.023380490253256583,0.22470685354181327,0.00122077527549678,0.0001136159624022022,0.018132577293938783
2018-07-17,0.023215680971731514,0.22839909232888786,0.00111625003949441,5.527460052571401e-05,0.018125371591205947
2018-07-18,0.023931430664151036,0.22311915792134618,0.0009699497523397219,2.1797371585598752e-05,0.018307804854356152
2018-07-19,0.02454660747560311,0.17335319257924803,0.0009936255994759285,0.00012446008524523387,0.017253904153805764
2018-07-20,0.025105441511555,0.2134559899124615,0.0010823797435087908,0.000278562906125652,0.01870089443579288
2018-07-21,0.024646162499908433,0.2456976145106462,0.0012514871089225467,0.00021794784038662362,0.019372860554992183
2018-07-22,0.025792687231930057,0.32675395822386044,0.001061183553947598,0.00018564272017515136,0.02217614502621558
2018-07-23,0.0296461009462403,0.3465829822316344,0.001210194174216269,0.0006149474474510176,0.02477980210898393
2018-07-24,0.03294648721031807,0.2996360046035323,0.0012552482046214973,0.0008738490626307935,0.025191184659731178
2018-07-25,0.0327459266573598,0.2583871530961337,0.0007686442920480039,0.0006161327661195664,0.023818993534450494
2018-07-26,0.03925298047047213,0.2017945278820137,0.0013724445945271443,0.0006857162285832275,0.025580155353374247
2018-07-27,0.05008435044619451,0.20055306697750014,0.0014049145603014226,0.0005653431644506092,0.030932873708992305
2018-07-28,0.04443472754462896,0.20309942478372972,0.0015443185838054983,0.0009110324106471784,0.02828749518204777
2018-07-29,0.05305464941476835,0.21972963054523137,0.0011609219920753647,0.0020442885265089432,0.033302120987250036
2018-07-30,0.04685104197812775,0.2485241692479311,0.0014097340225091729,0.002105993543660738,0.031053121739494555
2018-07-31,0.04362853659889562,0.2363967938751138,0.0009436260833932078,0.0018705206237660127,0.028988601951613284
2018-08-01,0.04079800091338079,0.21794179807914887,0.001310866653397532,0.00144288992041943,0.02699746969172571
2018-08-02,0.03442471919101022,0.2237142779222709,0.001576157796661733,0.001591728336281181,0.024046682766288508
2018-08-03,0.0358689334859527,0.2715313003535877,0.0012146109586003314,0.0036098854431586627,0.02657439255830811
2018-08-04,0.03695692684447212,0.17912721321038164,0.0011217840720198903,0.004739011900139841,0.024815474847305678
2018-08-05,0.046110709922007685,0.22414344195729088,0.0013647586988117875,0.0050803086712216065,0.03076405890403574
